id,name,shape/point/0/xCoord,shape/point/0/yCoord,shape/point/1/xCoord,shape/point/1/yCoord,shape/point/2/xCoord,shape/point/2/yCoord,shape/point/3/xCoord,shape/point/3/yCoord,shape/point/4/xCoord,shape/point/4/yCoord,shape/point/5/xCoord,shape/point/5/yCoord,shape/point/6/xCoord,shape/point/6/yCoord,shape/_closed,centroid/xCoord,centroid/yCoord,neighbor/0,neighbor/1,neighbor/2,neighbor/3,neighbor/4,neighbor/5,property/0/_name,property/0/_type,property/0/__text,property/1/_name,property/1/_type,property/1/__text,shape/point/7/xCoord,shape/point/7/yCoord,neighbor/6,shape/point/8/xCoord,shape/point/8/yCoord,neighbor/7,shape/point/9/xCoord,shape/point/9/yCoord,neighbor/8
445,Wanstead,0.050404545,51.5853,0.04690826,51.564846,0.033028852,51.556545,0.032133434,51.556477,0.022699105,51.567417,0.023482662,51.590527,0.047057208,51.592422,true,0.034762494,51.57766,218,225,295,319,336,351,N points,numeric,49.0,Colour,string,117;249;255,0.050404545,51.5853,373,,,,,,
446,M20/M25 crossing,0.19813377,51.40715,0.19087295,51.401802,0.18676531,51.379246,0.2038441,51.377594,0.21046604,51.386395,0.19813377,51.40715,,,true,0.19789584,51.391132,264,460,507,524,532,,N points,numeric,7.0,Colour,string,140;255;45,,,,,,,,,
447,Hemming Way,-0.41044033,51.67372,-0.4003925,51.67899,-0.4000487,51.6797,-0.40534797,51.700817,-0.41590402,51.683224,-0.41044033,51.67372,,,true,-0.40809578,51.685413,58,203,214,286,549,,N points,numeric,13.0,Colour,string,55;0;209,,,,,,,,,
448,Hayes,0.007883072,51.393486,0.017781401,51.391037,0.026977748,51.379475,0.01585052,51.354958,0.010590816,51.35654,-0.0016872869,51.385937,0.007883072,51.393486,true,0.010763194,51.378254,155,294,361,362,504,595,N points,numeric,48.0,Colour,string,251;255;104,,,,,,,,,
449,Farnborough,0.051268272,51.351273,0.05203328,51.376408,0.06887143,51.382816,0.07587093,51.38046,0.08333466,51.36756,0.07943922,51.35706,0.053251576,51.350544,true,0.06669924,51.365555,364,452,504,529,566,585,N points,numeric,22.0,Colour,string,227;255;76,0.051268272,51.351273,593,,,,,,
450,Three Rivers,-0.46936178,51.716545,-0.4693934,51.71645,-0.45243338,51.66898,-0.4398729,51.669132,-0.42704752,51.686573,-0.4317939,51.72935,-0.43938124,51.73306,true,-0.4372211,51.688972,58,434,542,549,652,658,N points,numeric,13.0,Colour,string,57;0;196,-0.46936178,51.716545,659,,,,,,
451,East Barnet,-0.1431853,51.644337,-0.14053449,51.63718,-0.14484423,51.628155,-0.15457898,51.6257,-0.1622176,51.640438,-0.15456527,51.653164,-0.1431853,51.644337,true,-0.15041159,51.639385,215,222,246,321,324,569,N points,numeric,33.0,Colour,string,66;103;255,,,,,,,,,
452,Bickley,0.06408944,51.411736,0.058877982,51.414143,0.044310335,51.411465,0.043415576,51.38231,0.05203328,51.376408,0.06887143,51.382816,0.06408944,51.411736,true,0.055772003,51.394264,257,294,371,449,504,585,N points,numeric,33.0,Colour,string,219;255;107,,,,,,,,,
453,Sanderstead,-0.055074368,51.332882,-0.05786596,51.35608,-0.07138209,51.365173,-0.081722714,51.35864,-0.08564135,51.350876,-0.081334956,51.326805,-0.07392211,51.32484,true,-0.07019986,51.344215,150,217,354,401,457,483,N points,numeric,30.0,Colour,string,255;198;77,-0.055074368,51.332882,600,,,,,,
454,Mascalls Park,0.29440296,51.59001,0.3089978,51.59496,0.31367695,51.606117,0.2892348,51.622036,0.28422302,51.62084,0.29440296,51.59001,,,true,0.29579303,51.61036,220,484,540,567,596,,N points,numeric,24.0,Colour,string,0;237;158,,,,,,,,,
455,Thorpe Park,-0.55793107,51.39584,-0.5271913,51.39666,-0.5010817,51.403355,-0.5001222,51.40671,-0.5111699,51.421463,-0.5470191,51.426056,-0.5600722,51.39872,true,-0.5101763,51.408524,102,199,227,420,545,630,N points,numeric,6.0,Colour,string,242;0;127,-0.55793107,51.39584,636,,,,,,
456,Ickenham,-0.42515957,51.543064,-0.42925406,51.56255,-0.4506834,51.576103,-0.45683193,51.54597,-0.43762863,51.5397,-0.42515957,51.543064,,,true,-0.4444133,51.55359,297,307,308,378,431,,N points,numeric,28.0,Colour,string,205;29;255,,,,,,,,,
457,Shirley,-0.050194222,51.386375,-0.03890147,51.380127,-0.039585516,51.362385,-0.05786596,51.35608,-0.07138209,51.365173,-0.07086687,51.37121,-0.06043988,51.383873,true,-0.05152107,51.371967,195,205,217,234,329,354,N points,numeric,28.0,Colour,string,255;221;107,-0.050194222,51.386375,453,,,,,,
458,Ash,0.32495302,51.335922,0.28644478,51.344498,0.2810971,51.37835,0.31966954,51.379375,0.3329876,51.36995,0.32495302,51.335922,,,true,0.30604762,51.365314,68,438,488,560,631,,N points,numeric,15.0,Colour,string,97;233;0,,,,,,,,,
459,Northwood,-0.4276366,51.63295,-0.41042912,51.624424,-0.40751866,51.614685,-0.42371285,51.597313,-0.45142773,51.596325,-0.4553949,51.616577,-0.44541737,51.628963,true,-0.42887163,51.61422,326,378,379,395,434,462,N points,numeric,26.0,Colour,string,130;3;255,-0.4276366,51.63295,465,,,,,,
460,Hextable,0.19813377,51.40715,0.19087295,51.401802,0.1722667,51.404182,0.1629962,51.414852,0.18873845,51.426113,0.20073874,51.41358,0.19813377,51.40715,true,0.18276249,51.411667,264,399,446,470,496,507,N points,numeric,9.0,Colour,string,136;255;65,,,,,,,,,
461,Harmondsworth,-0.47642964,51.502903,-0.46056294,51.48434,-0.46389085,51.480362,-0.47692436,51.477314,-0.48855364,51.48463,-0.489055,51.48547,-0.48772106,51.49583,true,-0.47642994,51.48854,115,117,137,207,212,520,N points,numeric,29.0,Colour,string,255;24;227,-0.47642964,51.502903,557,,,,,,
462,Northwood Hills Und.St.,-0.41111585,51.57722,-0.40579724,51.576366,-0.3944227,51.582592,-0.3910478,51.60607,-0.40751866,51.614685,-0.42371285,51.597313,-0.41111585,51.57722,true,-0.40648752,51.593353,145,308,357,378,379,459,N points,numeric,34.0,Colour,string,154;27;255,,,,,,,,,
463,Borough Green,0.35500816,51.256317,0.3627873,51.26382,0.35222468,51.314537,0.32974458,51.328075,0.30151546,51.299957,0.3084567,51.25629,0.35500816,51.256317,true,0.3188618,51.29374,51,560,620,621,628,631,N points,numeric,11.0,Colour,string,108;177;0,,,,,,,,,
464,Shooters Hill,0.037297737,51.465015,0.044964638,51.479416,0.056091808,51.483036,0.07308346,51.471043,0.075681224,51.464443,0.07437694,51.459137,0.07237488,51.45656,true,0.054646716,51.4686,125,202,255,291,305,309,N points,numeric,52.0,Colour,string,170;255;157,0.037297737,51.465015,347,,,,,,
465,Royal Brompton and Harefield NHS Trust,-0.48318285,51.62265,-0.49078658,51.616035,-0.49097556,51.60528,-0.46079245,51.584488,-0.4564077,51.58579,-0.45142773,51.596325,-0.4553949,51.616577,true,-0.4790684,51.604385,326,378,431,459,490,514,N points,numeric,12.0,Colour,string,145;0;241,-0.47485203,51.624714,518,-0.48318285,51.62265,546,,,
466,Stubbers Adventure Centre,0.25981766,51.546688,0.29515615,51.547985,0.2858344,51.52135,0.26628348,51.511402,0.25711474,51.518806,0.25981766,51.546688,,,true,0.27244732,51.529312,198,245,404,408,515,,N points,numeric,10.0,Colour,string,32;255;107,,,,,,,,,
467,Bushey,-0.32756814,51.6341,-0.34365183,51.619858,-0.36893454,51.62964,-0.37120995,51.635296,-0.36045706,51.653427,-0.3491509,51.657776,-0.32727975,51.64085,true,-0.3516512,51.641205,377,379,388,415,502,519,N points,numeric,29.0,Colour,string,83;14;255,-0.32756814,51.6341,586,,,,,,
468,Priory Hospital The,-0.11962581,51.6261,-0.11599814,51.62656,-0.1222102,51.651817,-0.13318199,51.638134,-0.11962581,51.6261,,,,,true,-0.12591748,51.638424,215,246,279,339,,,N points,numeric,14.0,Colour,string,69;119;255,,,,,,,,,
469,London Biggin Hill Airport,0.042491987,51.324474,0.016453145,51.336903,0.018268118,51.35169,0.04702309,51.34926,0.042491987,51.324474,,,,,true,0.033993773,51.334023,119,362,504,593,,,N points,numeric,29.0,Colour,string,255;251;52,,,,,,,,,
470,Crockenhill,0.17122434,51.371235,0.1722667,51.404182,0.1629962,51.414852,0.15013945,51.4186,0.13841581,51.405674,0.1376329,51.380127,0.17086251,51.37084,true,0.16338547,51.394833,180,264,390,460,496,524,N points,numeric,23.0,Colour,string,158;255;64,0.17122434,51.371235,584,,,,,,
471,Enfield Lock,-0.013679589,51.650352,-0.015186848,51.65002,-0.029974345,51.665787,-0.030318588,51.67036,-0.015421135,51.691315,-0.0062975143,51.67862,-0.013679589,51.650352,true,-0.017039465,51.67068,252,273,277,285,337,603,N points,numeric,29.0,Colour,string,28;157;255,,,,,,,,,
472,Slade Green,0.16980858,51.48798,0.17114034,51.46348,0.18332191,51.460636,0.19279805,51.46573,0.18964976,51.49047,0.16980858,51.48798,,,true,0.18067686,51.472908,266,346,433,597,605,,N points,numeric,33.0,Colour,string,88;255;91,,,,,,,,,
473,Ashtead,-0.27294227,51.31328,-0.29200855,51.334454,-0.31535468,51.323524,-0.28333253,51.26403,-0.2704646,51.26915,-0.26895562,51.28004,-0.27294227,51.31328,true,-0.29657912,51.313683,254,417,427,480,594,612,N points,numeric,19.0,Colour,string,255;38;10,,,,,,,,,
474,Potters Bar,-0.15051238,51.73062,-0.13662484,51.720272,-0.14814237,51.681274,-0.15798672,51.668743,-0.1795051,51.66979,-0.17768237,51.722992,-0.15051238,51.73062,true,-0.16685222,51.688065,222,522,548,550,662,663,N points,numeric,13.0,Colour,string,9;59;255,,,,,,,,,
475,Kemsing Railway Station,0.25687245,51.2595,0.2707223,51.308994,0.2646036,51.326363,0.2565433,51.32845,0.2406413,51.32275,0.22311065,51.25934,0.25687245,51.2595,true,0.24629864,51.30004,51,68,527,531,560,619,N points,numeric,4.0,Colour,string,145;210;0,,,,,,,,,
476,Harold Wood,0.24762623,51.576694,0.23247863,51.57644,0.22575906,51.597355,0.23203336,51.60989,0.24660486,51.611774,0.24762623,51.576694,,,true,0.23755555,51.594547,315,403,429,506,598,,N points,numeric,32.0,Colour,string,20;255;179,,,,,,,,,
477,Dunton Green,0.12576772,51.263504,0.14268608,51.302696,0.17709358,51.310204,0.18654862,51.258358,0.1383565,51.25286,0.12576772,51.263504,,,true,0.1658836,51.294125,521,537,544,617,618,,N points,numeric,14.0,Colour,string,193;232;0,,,,,,,,,
478,Littleton,-0.44590595,51.410496,-0.4646241,51.420647,-0.47311908,51.418404,-0.47522885,51.41585,-0.4765359,51.39141,-0.47082388,51.384098,-0.45198682,51.3878,true,-0.46129358,51.40137,136,353,424,425,442,545,N points,numeric,12.0,Colour,string,255;9;121,-0.44590595,51.410496,604,,,,,,
479,Stone,0.25205326,51.47221,0.2427385,51.469124,0.24344955,51.458282,0.24978043,51.44924,0.263762,51.44885,0.26499408,51.449795,0.26910955,51.46068,true,0.25621474,51.459213,92,192,216,244,365,419,N points,numeric,13.0,Colour,string,52;255;44,0.25205326,51.47221,441,,,,,,
480,Holiday Inn Chessington,-0.33773097,51.33776,-0.3294183,51.354755,-0.29608753,51.354,-0.29011953,51.344643,-0.29200855,51.334454,-0.31535468,51.323524,-0.33359084,51.326397,true,-0.3108904,51.34425,201,254,402,427,436,473,N points,numeric,20.0,Colour,string,255;35;35,-0.33773097,51.33776,526,,,,,,
481,Leatherhead,-0.3159984,51.2593,-0.33365384,51.326275,-0.34928676,51.31144,-0.34059802,51.257763,-0.3159984,51.2593,,,,,true,-0.3359729,51.297558,427,526,599,611,,,N points,numeric,19.0,Colour,string,237;19;0,,,,,,,,,
482,Wealdstone,-0.33860853,51.585262,-0.3286469,51.595886,-0.3436553,51.61865,-0.36105055,51.590862,-0.36000878,51.585293,-0.33860853,51.585262,,,true,-0.3430672,51.59639,170,301,357,388,415,,N points,numeric,32.0,Colour,string,142;54;255,,,,,,,,,
483,Whyteleafe,-0.060487576,51.286087,-0.06612142,51.264076,-0.09909941,51.31671,-0.09833286,51.317814,-0.081334956,51.326805,-0.07392211,51.32484,-0.060487576,51.286087,true,-0.080297224,51.306164,369,401,412,453,525,600,N points,numeric,28.0,Colour,string,255;176;33,,,,,,,,,
484,Brentwood District,0.28227988,51.6214,0.27389604,51.64767,0.28856713,51.656994,0.31365088,51.646317,0.3122782,51.64211,0.2892348,51.622036,0.28422302,51.62084,true,0.28979725,51.635418,220,360,454,485,486,596,N points,numeric,22.0,Colour,string,0;223;169,0.28227988,51.6214,601,,,,,,
485,Doddinghurst,0.28527534,51.68777,0.28856713,51.656994,0.31365088,51.646317,0.3478055,51.661747,0.34807685,51.670937,0.31889954,51.705353,0.28527534,51.68777,true,0.3049692,51.67106,360,484,486,649,653,654,N points,numeric,14.0,Colour,string,0;190;160,,,,,,,,,
486,Kelvedon Hatch,0.24762623,51.69855,0.24166648,51.66296,0.24569058,51.651814,0.24930578,51.648643,0.27389604,51.64767,0.28856713,51.656994,0.28527534,51.68777,true,0.2695611,51.667274,484,485,503,506,538,601,N points,numeric,20.0,Colour,string,0;207;181,0.24762623,51.69855,653,,,,,,
487,Theydon Bois,0.10645256,51.717068,0.12137063,51.667435,0.103731185,51.656326,0.09279956,51.664536,0.08788974,51.715714,0.10645256,51.717068,,,true,0.108295746,51.675514,302,428,534,590,666,,N points,numeric,21.0,Colour,string,0;214;254,,,,,,,,,
488,New Barn,0.36008316,51.386658,0.35947934,51.40747,0.31712607,51.41127,0.3141781,51.409527,0.31966954,51.379375,0.3329876,51.36995,0.36008316,51.386658,true,0.32840252,51.3969,438,458,533,551,631,634,N points,numeric,7.0,Colour,string,66;239;0,,,,,,,,,
489,Stoke d'Abernon,-0.3792511,51.335968,-0.4007849,51.34767,-0.41079414,51.309994,-0.40426594,51.305332,-0.3800048,51.3131,-0.3792511,51.335968,,,true,-0.3967029,51.32659,387,494,526,536,559,,N points,numeric,17.0,Colour,string,243;0;23,,,,,,,,,
490,Maple Cross,-0.5418627,51.620647,-0.49078658,51.616035,-0.48318285,51.62265,-0.5049746,51.64666,-0.5436394,51.646534,-0.5418627,51.620647,,,true,-0.50069994,51.629253,465,518,546,565,646,,N points,numeric,14.0,Colour,string,116;0;215,,,,,,,,,
491,Bulls Cross,-0.07240333,51.72257,-0.079161406,51.67723,-0.07628606,51.67349,-0.055781446,51.6654,-0.046207655,51.680477,-0.054511223,51.719048,-0.07240333,51.72257,true,-0.05802924,51.677917,189,204,273,277,512,664,N points,numeric,21.0,Colour,string,24;131;255,,,,,,,,,
492,Sunbury-on-Thames,-0.4210174,51.39502,-0.4125841,51.386276,-0.4017763,51.385056,-0.38329363,51.39769,-0.38552317,51.406612,-0.40369937,51.41462,-0.4214788,51.401283,true,-0.4050495,51.397263,348,375,380,421,499,588,N points,numeric,18.0,Colour,string,255;35;117,-0.4210174,51.39502,604,,,,,,
493,Golf course:Silvermere Golf Club and Lakeside Restaurant,-0.45319667,51.319614,-0.46360713,51.328156,-0.4630438,51.342823,-0.44845438,51.356182,-0.43546975,51.357613,-0.43110803,51.354523,-0.45319667,51.319614,true,-0.45192578,51.339497,89,138,276,424,499,511,N points,numeric,8.0,Colour,string,230;0;49,,,,,,,,,
494,Claremont,-0.3620546,51.346443,-0.366394,51.36554,-0.3743143,51.37248,-0.39641774,51.361652,-0.4034118,51.351334,-0.4007849,51.34767,-0.3792511,51.335968,true,-0.38087827,51.35571,375,387,402,421,432,489,N points,numeric,12.0,Colour,string,255;18;57,-0.3620546,51.346443,526,,,,,,
495,Denham,-0.4779304,51.57484,-0.47994593,51.56261,-0.48951137,51.552307,-0.49670178,51.549805,-0.5313504,51.560875,-0.48986533,51.57841,-0.4779304,51.57484,true,-0.49537224,51.56281,157,344,431,514,516,547,N points,numeric,11.0,Colour,string,198;0;253,,,,,,,,,
496,Joydens Wood,0.15013945,51.4186,0.1629962,51.414852,0.18873845,51.426113,0.18876225,51.436512,0.18435536,51.440456,0.16307695,51.44204,0.14991997,51.423817,true,0.17407545,51.431526,266,368,399,433,460,470,N points,numeric,11.0,Colour,string,127;255;80,0.15013945,51.4186,584,,,,,,
497,Collier Row,0.17563602,51.617092,0.1483627,51.614742,0.1468783,51.61378,0.14244467,51.5972,0.1470792,51.59184,0.17845972,51.590668,0.18355988,51.59575,true,0.16744533,51.60089,141,278,303,435,541,564,N points,numeric,63.0,Colour,string,47;255;216,0.17563602,51.617092,602,,,,,,
498,Sewardstonebury,0.018181458,51.663887,0.0318592,51.644604,0.026853794,51.634262,0.001877962,51.637638,-0.0076919636,51.649124,0.018181458,51.663887,,,true,0.010717224,51.646236,285,409,411,508,603,,N points,numeric,14.0,Colour,string,52;189;255,,,,,,,,,
499,Walton-on-Thames,-0.44040745,51.378643,-0.43546975,51.357613,-0.43110803,51.354523,-0.4276418,51.35369,-0.4229071,51.354588,-0.4125841,51.386276,-0.4210174,51.39502,true,-0.4238344,51.379143,375,387,424,492,493,511,N points,numeric,19.0,Colour,string,255;15;91,-0.44040745,51.378643,604,,,,,,
500,Northfleet,0.37195152,51.445854,0.32224557,51.434135,0.31520164,51.43961,0.32363552,51.467743,0.35914928,51.46642,0.37195152,51.445854,,,true,0.32508847,51.447548,298,423,533,551,639,,N points,numeric,9.0,Colour,string,19;255;3,,,,,,,,,
501,London (Beckton),0.11353845,51.518047,0.11362655,51.514645,0.10947465,51.50333,0.09629076,51.493454,0.08312557,51.496822,0.080440305,51.500584,0.08028024,51.517548,true,0.09481956,51.507526,125,144,232,270,347,444,N points,numeric,19.0,Colour,string,135;255;174,0.08666777,51.523415,581,0.11353845,51.518047,587,,,
502,Aldenham,-0.32727975,51.64085,-0.3491509,51.657776,-0.34523827,51.685177,-0.30765948,51.664776,-0.32727975,51.64085,,,,,true,-0.33373606,51.664352,265,467,519,586,,,N points,numeric,7.0,Colour,string,48;0;254,,,,,,,,,
503,Stanford Rivers,0.23842277,51.714836,0.21057372,51.72498,0.19931562,51.719204,0.1950598,51.661694,0.24166648,51.66296,0.24762623,51.69855,0.23842277,51.714836,true,0.2166985,51.676125,486,538,563,653,667,668,N points,numeric,5.0,Colour,string,0;220;214,,,,,,,,,
504,Keston,0.051268272,51.351273,0.05203328,51.376408,0.043415576,51.38231,0.026977748,51.379475,0.01585052,51.354958,0.018268118,51.35169,0.04702309,51.34926,true,0.036734547,51.366467,294,362,448,449,452,469,N points,numeric,14.0,Colour,string,243;255;85,0.051268272,51.351273,593,,,,,,
505,Kingswood,-0.2227296,51.247967,-0.2548559,51.264507,-0.21850836,51.30967,-0.20869139,51.3077,-0.18681343,51.26409,-0.18681844,51.26387,-0.2227296,51.247967,true,-0.22001724,51.294273,400,417,517,530,612,613,N points,numeric,12.0,Colour,string,255;85;7,,,,,,,,,
506,Noak Hill,0.24660486,51.611774,0.23203336,51.60989,0.21100564,51.626926,0.24569058,51.651814,0.24930578,51.648643,0.25155208,51.615467,0.24660486,51.611774,true,0.23347023,51.626133,315,476,486,538,598,601,N points,numeric,5.0,Colour,string,0;254;204,,,,,,,,,
507,Farningham Wood,0.22149286,51.411022,0.20844792,51.41574,0.20073874,51.41358,0.19813377,51.40715,0.21046604,51.386395,0.2278927,51.390873,0.22767274,51.3979,true,0.21231762,51.3997,28,57,190,399,446,460,N points,numeric,6.0,Colour,string,126;255;44,0.22166209,51.41089,532,0.22149286,51.411022,552,,,
508,High Beach,0.018181458,51.663887,0.0318592,51.644604,0.037825044,51.646084,0.056880686,51.666218,0.052997302,51.68662,0.018266508,51.666298,0.018181458,51.663887,true,0.037305575,51.6651,224,350,411,498,590,603,N points,numeric,12.0,Colour,string,26;188;255,,,,,,,,,
509,Stapleford Tawney,0.19182333,51.63788,0.1948447,51.661404,0.16263735,51.669373,0.15072548,51.655396,0.15720914,51.645275,0.1918052,51.637867,0.19182333,51.63788,true,0.16970293,51.654594,538,541,563,564,602,606,N points,numeric,4.0,Colour,string,0;255;253,,,,,,,,,
510,Darenth,0.26369137,51.428734,0.2703029,51.423588,0.27413583,51.39311,0.27348787,51.39186,0.24746944,51.41091,0.24495393,51.417397,0.24575846,51.42342,true,0.255859,51.418377,57,92,363,365,438,543,N points,numeric,1.0,Colour,string,87;255;31,0.25232255,51.428616,552,0.26369137,51.428734,554,,,
511,Hilton Cobham,-0.43110803,51.354523,-0.45319667,51.319614,-0.44679102,51.303734,-0.42345133,51.312244,-0.4276418,51.35369,-0.43110803,51.354523,,,true,-0.43577203,51.329277,138,387,493,499,559,,N points,numeric,5.0,Colour,string,229;0;37,,,,,,,,,
512,Crews Hill Railway Station,-0.07829516,51.72708,-0.07240333,51.72257,-0.079161406,51.67723,-0.094770856,51.669205,-0.11211468,51.672894,-0.12313375,51.717903,-0.07829516,51.72708,true,-0.09917407,51.68405,204,323,491,550,663,664,N points,numeric,5.0,Colour,string,17;103;255,,,,,,,,,
513,Ripley,-0.51159847,51.256077,-0.52384377,51.26382,-0.51977074,51.317356,-0.4903804,51.32546,-0.46335495,51.26767,-0.46364507,51.266117,-0.51159847,51.256077,true,-0.49345216,51.30466,138,397,559,608,609,627,N points,numeric,16.0,Colour,string,186;0;31,,,,,,,,,
514,Harefield,-0.4779304,51.57484,-0.48986533,51.57841,-0.4975699,51.594425,-0.49097556,51.60528,-0.46079245,51.584488,-0.4779304,51.57484,,,true,-0.48589694,51.594475,431,465,495,546,547,,N points,numeric,10.0,Colour,string,157;0;243,,,,,,,,,
515,Belhus Woods Country Park,0.22093125,51.53595,0.22712356,51.542156,0.25715777,51.548878,0.25981766,51.546688,0.25711474,51.518806,0.23196952,51.513866,0.22753024,51.515537,true,0.24408548,51.532063,198,228,230,245,283,382,N points,numeric,8.0,Colour,string,46;255;124,0.22081083,51.535526,403,0.22093125,51.53595,466,,,
516,Iver,-0.5430034,51.527954,-0.49793386,51.523014,-0.49414828,51.5248,-0.49373287,51.526604,-0.49670178,51.549805,-0.5313504,51.560875,-0.5449424,51.56037,true,-0.5031572,51.53844,113,128,344,495,520,547,N points,numeric,6.0,Colour,string,228;2;255,-0.5430034,51.527954,641,,,,,,
517,Hooley,-0.18681844,51.26387,-0.18681343,51.26409,-0.16956139,51.305965,-0.13706465,51.30124,-0.12490766,51.291008,-0.123544075,51.260815,-0.15051237,51.24699,true,-0.15227257,51.292732,381,412,430,505,530,613,N points,numeric,7.0,Colour,string,255;128;15,-0.18681844,51.26387,614,,,,,,
518,Chorleywood,-0.48318285,51.62265,-0.5049746,51.64666,-0.48381066,51.658207,-0.47644484,51.65579,-0.47485203,51.624714,-0.48318285,51.62265,,,true,-0.488064,51.640724,326,465,490,542,565,,N points,numeric,14.0,Colour,string,104;0;213,,,,,,,,,
519,Elstree,-0.28906628,51.622578,-0.2789732,51.638725,-0.27987212,51.640846,-0.30666947,51.66516,-0.30765948,51.664776,-0.32727975,51.64085,-0.32756814,51.6341,true,-0.30296695,51.639122,265,312,334,352,391,405,N points,numeric,14.0,Colour,string,76;32;255,-0.31080925,51.62259,415,-0.2914078,51.621403,467,-0.28906628,51.622578,502
520,Thorney Park,-0.49793386,51.523014,-0.49784634,51.50584,-0.4948636,51.50037,-0.48772106,51.49583,-0.47642964,51.502903,-0.47583583,51.504795,-0.49249187,51.52416,true,-0.4893518,51.50917,113,128,212,314,461,516,N points,numeric,9.0,Colour,string,255;16;250,-0.49414828,51.5248,555,-0.49793386,51.523014,557,,,
521,Otford,0.21057372,51.25273,0.21884441,51.258236,0.20361283,51.324852,0.182698,51.319008,0.17709358,51.310204,0.18654862,51.258358,0.21057372,51.25273,true,0.19325821,51.299114,477,531,539,544,618,619,N points,numeric,17.0,Colour,string,176;228;0,,,,,,,,,
522,Sports Center:Furzefield Centre,-0.2227296,51.725746,-0.17768237,51.722992,-0.1795051,51.66979,-0.18240568,51.668118,-0.1977773,51.668797,-0.22607702,51.722477,-0.2227296,51.725746,true,-0.19087741,51.68889,222,370,474,535,661,662,N points,numeric,8.0,Colour,string,5;43;255,,,,,,,,,
523,Holiday Inn Elstree,-0.23207664,51.634327,-0.22535568,51.659203,-0.2468124,51.683525,-0.24926418,51.681416,-0.25368658,51.63859,-0.23207664,51.634327,,,true,-0.24137543,51.65406,274,383,405,535,561,,N points,numeric,9.0,Colour,string,39;34;255,,,,,,,,,
524,Eynsford,0.17122434,51.371235,0.18676531,51.379246,0.2038441,51.377594,0.21355566,51.355576,0.20597571,51.343212,0.17303638,51.362457,0.17086251,51.37084,true,0.19541085,51.365448,180,264,446,470,527,532,N points,numeric,10.0,Colour,string,156;255;29,0.17122434,51.371235,539,,,,,,
525,Woldingham,-0.030286616,51.32227,-0.02833833,51.32262,-0.024578614,51.32152,-0.0027591337,51.305614,-0.0027281179,51.255665,-0.006077938,51.252842,-0.06618884,51.2598,true,-0.0334685,51.294178,185,354,362,412,483,570,N points,numeric,8.0,Colour,string,255;197;17,-0.06612142,51.264076,600,-0.060487576,51.286087,615,-0.030286616,51.32227,616
526,Oxshott,-0.34928676,51.31144,-0.33365384,51.326275,-0.33359084,51.326397,-0.33773097,51.33776,-0.3620546,51.346443,-0.3792511,51.335968,-0.3800048,51.3131,true,-0.3624544,51.325462,402,427,480,481,489,494,N points,numeric,12.0,Colour,string,254;0;9,-0.37250236,51.307808,536,-0.34928676,51.31144,599,,,
527,Round Hill,0.20597571,51.343212,0.21355566,51.355576,0.23930366,51.365376,0.2565433,51.32845,0.2406413,51.32275,0.20668584,51.328568,0.20597571,51.343212,true,0.23058532,51.34388,68,475,524,531,532,539,N points,numeric,4.0,Colour,string,148;252;0,,,,,,,,,
528,Rainham,0.16530725,51.520695,0.18010125,51.543232,0.1810635,51.543312,0.19695427,51.530823,0.19071577,51.511513,0.16530725,51.520695,,,true,0.1838629,51.525326,167,230,382,440,605,,N points,numeric,20.0,Colour,string,81;255;147,,,,,,,,,
529,Cuckoo Wood,0.08370436,51.30817,0.09513572,51.326675,0.07943922,51.35706,0.053251576,51.350544,0.08370436,51.30817,,,,,true,0.07216548,51.343582,449,537,566,593,,,N points,numeric,6.0,Colour,string,235;255;53,,,,,,,,,
530,Chipstead,-0.20869139,51.3077,-0.18681343,51.26409,-0.16956139,51.305965,-0.17007376,51.310284,-0.19339758,51.32991,-0.20869139,51.3077,,,true,-0.19115551,51.30875,311,381,400,505,517,,N points,numeric,7.0,Colour,string,255;110;28,,,,,,,,,
531,Kemsing,0.22311065,51.25934,0.2406413,51.32275,0.20668584,51.328568,0.20361283,51.324852,0.21884441,51.258236,0.22311065,51.25934,,,true,0.22412339,51.30617,475,521,527,539,619,,N points,numeric,6.0,Colour,string,158;224;0,,,,,,,,,
532,Farningham,0.2038441,51.377594,0.21355566,51.355576,0.23930366,51.365376,0.24348027,51.375683,0.2278927,51.390873,0.21046604,51.386395,0.2038441,51.377594,true,0.2184996,51.37563,68,446,507,524,527,552,N points,numeric,5.0,Colour,string,137;255;26,,,,,,,,,
533,Southfleet,0.3011558,51.411232,0.3141781,51.409527,0.31712607,51.41127,0.32224557,51.434135,0.31520164,51.43961,0.31108257,51.439846,0.29621264,51.431458,true,0.30994973,51.42807,393,423,438,488,500,543,N points,numeric,5.0,Colour,string,46;255;6,0.3011558,51.411232,551,,,,,,
534,Theydon Garnon,0.1383565,51.727657,0.10645256,51.717068,0.12137063,51.667435,0.13268971,51.665573,0.15320517,51.71867,0.1383565,51.727657,,,true,0.12782483,51.681385,428,487,606,666,667,,N points,numeric,6.0,Colour,string,0;210;243,,,,,,,,,
535,South Mimms,-0.22607702,51.722477,-0.1977773,51.668797,-0.20442387,51.66233,-0.22535568,51.659203,-0.2468124,51.683525,-0.23539774,51.71797,-0.22607702,51.722477,true,-0.21825291,51.674458,274,370,522,523,561,661,N points,numeric,7.0,Colour,string,17;34;255,,,,,,,,,
